Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_CC_FAT	GO:0000793~condensed chromosome	51	4.61121157323689	4.375253198083827E-28	220134, 3148, 147841, 64151, 3146, 10403, 54908, 641, 8467, 79682, 100130561, 6117, 701, 3619, 6839, 4292, 7283, 25936, 57122, 9918, 9735, 79980, 9212, 11004, 4751, 55055, 23310, 79019, 4085, 10051, 65083, 11130, 79023, 11073, 348235, 9126, 55839, 55355, 2177, 221150, 699, 64105, 10592, 1111, 1017, 1063, 1062, 57405, 4999, 1058, 83540, 151246	773	129	12782	6.537320617347092	2.1657503330514944E-25	1.968863939137722E-26	6.291642489424141E-25
SP_PIR_KEYWORDS	rna-binding	101	9.132007233273058	4.436743091747875E-28	51574, 2091, 23658, 1478, 51373, 10921, 10137, 11157, 79811, 51010, 115752, 6294, 4116, 56339, 7884, 10914, 7073, 92400, 129831, 5939, 4691, 65083, 11340, 9984, 7514, 54888, 26284, 729342, 51808, 9879, 664709, 84321, 9991, 57819, 51388, 100131735, 10492, 10594, 9188, 7919, 11051, 100130932, 6726, 55133, 55132, 26121, 9406, 80145, 65110, 55272, 100130003, 55131, 3190, 10657, 4154, 4841, 10236, 647302, 1660, 3187, 1653, 7307, 3189, 3182, 3183, 3184, 3185, 1655, 81892, 3181, 10432, 6741, 65109, 9782, 6637, 2130, 653226, 6636, 29102, 54433, 729686, 27258, 10635, 728554, 10262, 2521, 6431, 6627, 6628, 4670, 6434, 27341, 6629, 9933, 6625, 6430, 5093, 1736, 1964, 5725, 5393, 9667, 6428, 10250, 6631, 6427, 6426	1044	540	19235	3.4460319994323827	2.2627389767914164E-25	2.5141544186571292E-26	6.406881848610895E-25
SP_PIR_KEYWORDS	dna replication	40	3.616636528028933	2.3322735778095698E-26	5557, 6240, 51659, 8318, 641, 11198, 5984, 5985, 5422, 4784, 6117, 4678, 6749, 6119, 5111, 6118, 51514, 5427, 4173, 4172, 4175, 4174, 10036, 81620, 23649, 4176, 64785, 5928, 5983, 79075, 4171, 4999, 56897, 55388, 5001, 80010, 3978, 6742, 8208, 5931	1044	88	19235	8.374695228143503	1.1894595246828806E-23	1.1894595246828807E-24	3.367921230204974E-23
KEGG_PATHWAY	hsa03040:Spliceosome	49	4.430379746835443	9.085623802450008E-25	23658, 100130932, 9410, 26121, 51729, 1665, 100130003, 11157, 3190, 3306, 647302, 4686, 4116, 23451, 22985, 8449, 7307, 84950, 3183, 1655, 6637, 9984, 6636, 3312, 10946, 9879, 9129, 9128, 27258, 728554, 10262, 10465, 84844, 84321, 664709, 6431, 6627, 6628, 4670, 6434, 6629, 6625, 6430, 5093, 57819, 100131735, 10285, 10594, 6428, 6631, 7919, 6427, 6426	351	126	5085	5.633903133903134	1.399186065577301E-22	1.399186065577301E-22	1.0899122528835838E-21
SP_PIR_KEYWORDS	ribonucleoprotein	65	5.877034358047016	1.8274325755574782E-23	646753, 2091, 23658, 100130932, 6726, 11222, 51373, 26121, 51081, 28977, 644934, 10199, 55272, 100130003, 11157, 3190, 54148, 64983, 6731, 64981, 10236, 647302, 7314, 3187, 7884, 3189, 645979, 3182, 3183, 65003, 3184, 3185, 29074, 728823, 65008, 3181, 6741, 51121, 9801, 441502, 6637, 51023, 653226, 6636, 54433, 28998, 64968, 116832, 64965, 27258, 441377, 51258, 100132658, 664709, 728937, 63875, 10412, 6627, 6628, 4670, 6629, 6625, 10884, 5093, 6231, 57819, 1736, 100131735, 10492, 6229, 6228, 29093, 100131971, 51318, 644191, 10594, 219927, 6631	1044	279	19235	4.292406514783229	9.31990613534314E-21	8.472641941221037E-22	2.6389052410260217E-20
GOTERM_BP_FAT	GO:0007059~chromosome segregation	37	3.3453887884267632	2.899367047346152E-22	11130, 220134, 79023, 8697, 64151, 113130, 51203, 332, 10403, 54908, 348235, 9126, 10274, 55355, 5889, 221150, 3619, 4292, 10592, 3833, 25936, 7153, 1063, 79075, 1062, 9918, 79980, 9232, 57405, 83540, 4751, 9184, 23310, 151246, 9787, 4085, 10051	859	81	13528	7.19377973239052	7.897875836970918E-19	4.6458093158652465E-20	5.164692967581743E-19
SP_PIR_KEYWORDS	kinetochore	31	2.802893309222423	1.0240858839807196E-21	11130, 220134, 147841, 79023, 10403, 54908, 348235, 79682, 55839, 5347, 701, 221150, 3619, 699, 64105, 25936, 1063, 1062, 57122, 79980, 9735, 57405, 11004, 1058, 83540, 9184, 4751, 55055, 151246, 79019, 4085	1044	63	19235	9.065939913641063	5.22283800830167E-19	4.352365006918058E-20	1.478831910213197E-18
GOTERM_CC_FAT	GO:0000776~kinetochore	35	3.1645569620253164	1.1181393531003928E-21	11130, 220134, 147841, 79023, 7514, 10403, 54908, 23279, 348235, 79682, 23468, 55839, 6396, 55355, 701, 221150, 699, 64105, 25936, 3835, 1063, 1062, 57122, 9735, 79980, 57405, 4999, 11004, 1058, 7175, 83540, 9184, 55055, 79019, 4085	773	77	12782	7.516170763260026	5.534789797846945E-19	4.6123248315391204E-20	1.6078916452525885E-18
GOTERM_CC_FAT	GO:0005819~spindle	47	4.249547920433996	2.0207926228282107E-21	220134, 81610, 29127, 10951, 51203, 332, 11104, 4735, 22974, 24137, 54908, 729342, 9928, 983, 6790, 348235, 729686, 9126, 9493, 5347, 701, 7272, 259266, 93323, 84722, 55143, 221150, 56992, 3619, 699, 7283, 3833, 3832, 3835, 1063, 1062, 26271, 207, 9735, 9212, 29901, 9585, 4751, 991, 808, 9787, 9055, 4085	773	147	12782	5.286884740959773	1.0002923482999642E-18	7.694556525384341E-20	2.905912904347811E-18
SP_PIR_KEYWORDS	Spliceosome	40	3.616636528028933	1.572557529387043E-20	6637, 100130932, 6636, 9410, 26121, 8487, 10946, 9129, 9128, 27258, 100130003, 10262, 55131, 10465, 3190, 84844, 79622, 664709, 6627, 4670, 6628, 6629, 5411, 647302, 10236, 57819, 100131735, 23451, 10492, 4116, 8458, 3187, 7307, 84950, 10285, 3183, 3185, 1655, 10594, 10250, 3181, 7919, 6426	1044	120	19235	6.141443167305235	8.020043399873919E-18	6.169264153749169E-19	2.270852759012709E-17
GOTERM_CC_FAT	GO:0005681~spliceosome	43	3.887884267631103	5.662234395326097E-20	6637, 100130932, 6636, 9410, 26121, 51322, 8487, 1665, 10946, 9129, 9128, 27258, 100130003, 10262, 55131, 10465, 3190, 84844, 79622, 664709, 6627, 4670, 6628, 6629, 5411, 6625, 647302, 10236, 57819, 100131735, 23451, 10492, 4116, 8458, 3187, 7307, 84950, 10285, 3183, 3185, 1655, 10594, 10250, 3181, 7919, 6426	773	132	12782	5.386589047003018	2.802806025686418E-17	2.0020043040617272E-18	8.142329802150558E-17
GOTERM_MF_FAT	GO:0000166~nucleotide binding	229	20.70524412296564	3.658966670448287E-19	51574, 5232, 10342, 5230, 1478, 5634, 644745, 51776, 2956, 3099, 79811, 205, 84284, 55752, 207, 7073, 10721, 129831, 7175, 55655, 56922, 113457, 8438, 318, 317, 7327, 10221, 9879, 5347, 84790, 10733, 3945, 7184, 9891, 9991, 55872, 10592, 3833, 10212, 3832, 100131735, 3835, 10492, 51182, 1062, 100133012, 256227, 10494, 10606, 203068, 9188, 5917, 7846, 983, 8467, 10588, 8833, 10383, 9493, 55131, 701, 86, 4841, 5706, 5603, 10059, 10236, 5705, 5702, 5701, 7443, 10376, 400013, 2261, 8449, 8458, 56897, 10576, 9212, 51128, 9585, 4751, 81892, 23028, 10432, 729403, 56604, 10051, 6195, 9319, 3265, 2130, 10973, 3608, 11104, 4735, 6790, 10262, 7083, 7272, 54505, 4670, 10981, 4729, 7465, 5901, 5725, 8803, 5001, 4522, 3978, 2547, 142, 29925, 5165, 7298, 22974, 10694, 3336, 9928, 6416, 10921, 10137, 56992, 10808, 4292, 7283, 6294, 4190, 22985, 10914, 11004, 92400, 4830, 5939, 26354, 80179, 4691, 81618, 7517, 3420, 3313, 3312, 6950, 26284, 7419, 3320, 1503, 5422, 29089, 10112, 220869, 664709, 4173, 4172, 4175, 4174, 116988, 4176, 116987, 699, 1111, 498, 4171, 3329, 345041, 7919, 2182, 5891, 25923, 24137, 647000, 641, 9790, 22929, 9833, 1665, 6259, 5984, 65110, 5985, 54148, 5889, 29889, 3306, 2618, 5983, 1660, 3308, 7307, 1653, 3187, 6059, 3189, 3182, 3183, 3184, 1655, 3185, 6446, 5597, 3181, 6741, 65109, 9782, 2935, 6240, 80119, 3070, 9126, 197259, 2521, 6431, 79675, 6629, 6434, 11065, 79677, 6430, 6625, 1017, 7155, 7153, 5198, 1019, 79077, 6229, 9667, 6428, 9131, 727761, 6427, 6426	764	2245	12983	1.73340815541226	3.304046903414803E-16	1.6520234517074014E-16	5.705856953878867E-16
GOTERM_BP_FAT	GO:0006974~response to DNA damage stimulus	75	6.78119349005425	3.726473755940445E-19	8883, 3148, 3146, 7298, 983, 641, 11198, 100130561, 5984, 51776, 5985, 55339, 5887, 6117, 29128, 2956, 65057, 6119, 6118, 5889, 9656, 7398, 6647, 580, 4841, 4292, 5983, 51720, 7979, 91419, 56897, 54962, 10721, 56647, 10432, 8208, 5932, 9156, 8438, 55215, 7517, 9319, 11073, 51499, 9126, 64965, 7336, 5422, 7374, 51512, 6749, 10635, 2177, 5111, 51514, 5427, 10038, 10036, 890, 328, 79677, 4176, 2178, 1111, 3835, 7153, 100133012, 6996, 9232, 2237, 4521, 8914, 3978, 2547, 9131, 142	859	373	13528	3.1665974838252597	1.0150914511181772E-15	5.63939695065654E-17	6.6380325384465785E-16
GOTERM_CC_FAT	GO:0000779~condensed chromosome, centromeric region	30	2.7124773960216997	1.3082948017887098E-18	11130, 220134, 147841, 79023, 10403, 54908, 348235, 79682, 55839, 55355, 701, 221150, 699, 64105, 25936, 1063, 1062, 57122, 79980, 9735, 57405, 4999, 9212, 11004, 1058, 83540, 55055, 151246, 79019, 4085	773	66	12782	7.516170763260025	6.476059268854113E-16	4.3173728459027424E-17	1.881336414366041E-15
SMART	SM00360:RRM	46	4.159132007233273	1.7084738173284737E-18	2130, 51574, 1478, 10921, 55131, 10262, 10137, 2521, 664709, 6431, 79811, 4670, 6434, 6629, 27341, 9991, 4841, 6625, 10236, 6430, 6294, 10492, 100131735, 22985, 5725, 3187, 9667, 7307, 3189, 7073, 3182, 92400, 129831, 3183, 3184, 5939, 3185, 81892, 6428, 3181, 10432, 4691, 6741, 6427, 9782, 6426	423	211	9079	4.679215264472903	3.9294897798554896E-16	3.9294897798554896E-16	2.1903347918885533E-15
GOTERM_BP_FAT	GO:0034621~cellular macromolecular complex subunit organization	72	6.50994575045208	1.752173668147484E-18	3148, 7846, 100130932, 3084, 26121, 647000, 8467, 11198, 9790, 10383, 644745, 6418, 3925, 8364, 7019, 100130003, 4154, 56993, 7283, 4292, 4686, 92399, 8624, 3396, 3308, 23165, 10376, 400013, 4747, 8458, 1653, 11004, 29078, 8208, 56604, 113457, 55723, 6637, 1434, 6636, 7514, 203547, 6950, 729342, 3070, 8487, 55835, 51808, 10946, 729686, 3320, 4678, 84790, 55355, 811, 6431, 6628, 10036, 3837, 4673, 6430, 51388, 79133, 1063, 26271, 1062, 3015, 54443, 4171, 3329, 3021, 2280, 1058, 10285, 203068, 345041, 6631, 6426, 25813	859	357	13528	3.176177106465403	4.772921072033746E-15	2.5120637221230243E-16	3.1211774411750817E-15
GOTERM_CC_FAT	GO:0000777~condensed chromosome kinetochore	28	2.5316455696202533	3.2180949560914134E-18	220134, 11130, 147841, 79023, 10403, 54908, 348235, 79682, 55839, 55355, 701, 221150, 699, 64105, 25936, 1063, 1062, 57122, 79980, 9735, 57405, 4999, 11004, 1058, 83540, 55055, 79019, 4085	773	58	12782	7.98269170718651	1.5929570032652496E-15	9.95598127040781E-17	4.6276414287551666E-15
GOTERM_BP_FAT	GO:0051439~regulation of ubiquitin-protein ligase activity during mitotic cell cycle	31	2.802893309222423	5.146066205531343E-18	5718, 8697, 5710, 5711, 9861, 5713, 5685, 5684, 983, 5683, 64682, 5347, 10197, 701, 5699, 11065, 5706, 5707, 10213, 5705, 246184, 5702, 7314, 26271, 5701, 5687, 5689, 9184, 991, 891, 4085	859	71	13528	6.876125202905443	1.4017884343867378E-14	7.008942171933688E-16	9.166777268419678E-15
SP_PIR_KEYWORDS	ubl conjugation	88	7.956600361663653	5.79960004438672E-18	7022, 7705, 648, 3146, 332, 10694, 23175, 9928, 983, 647000, 100130561, 6418, 8364, 29128, 701, 3190, 8502, 7398, 9638, 6647, 81620, 580, 56683, 5928, 81624, 5702, 51720, 7314, 207, 22985, 10376, 5687, 56897, 10914, 3183, 4830, 3185, 9314, 6446, 9787, 5932, 5931, 55215, 11073, 51203, 113130, 5713, 1786, 729342, 7965, 667, 6790, 3895, 729686, 83461, 6749, 2177, 5111, 10733, 664709, 55143, 4670, 3837, 11065, 6622, 699, 79677, 1111, 80196, 7465, 10492, 3835, 1062, 3015, 5901, 6996, 54443, 291, 9232, 11315, 3021, 55388, 1058, 6670, 993, 3978, 991, 9184, 203068, 808, 891	1044	588	19235	2.7573826465452083	2.957796022637227E-15	2.1127114447408766E-16	8.374916348592522E-15
SP_PIR_KEYWORDS	centromere	22	1.9891500904159132	2.455600283748895E-17	55143, 3619, 6839, 64105, 332, 1062, 401541, 387103, 23421, 23468, 9212, 11339, 378708, 11004, 1058, 55839, 4751, 55355, 151246, 55320, 201254, 54069	1044	38	19235	10.666717080056463	1.2523561447119365E-14	8.349040964746244E-16	3.5460112429445565E-14
GOTERM_CC_FAT	GO:0015630~microtubule cytoskeleton	88	7.956600361663653	2.7304492699455045E-17	11051, 220134, 7846, 29127, 10951, 332, 8318, 22974, 24137, 54908, 9928, 647000, 983, 10383, 6867, 51637, 9493, 3925, 727803, 701, 259266, 9638, 5116, 56992, 3619, 84131, 7283, 9738, 1660, 207, 400013, 10376, 9735, 9212, 11004, 29901, 9585, 4830, 4751, 9787, 9055, 4692, 4085, 56604, 113457, 81610, 5108, 11073, 51203, 11104, 4735, 6950, 729342, 667, 6790, 348235, 55165, 55835, 729686, 9126, 5347, 84790, 51512, 10112, 7272, 22920, 10733, 85444, 84722, 93323, 4172, 55143, 221150, 699, 328, 3833, 1111, 3832, 7153, 3835, 27436, 1063, 26271, 1062, 5902, 994, 9133, 991, 203068, 808, 891, 4957	773	549	12782	2.6505112199765777	1.3515723886230247E-14	7.9504258154295575E-16	3.9264037677933544E-14
GOTERM_BP_FAT	GO:0031145~anaphase-promoting complex-dependent proteasomal ubiquitin-dependent protein catabolic process	29	2.6220614828209765	3.583177766024564E-17	5718, 8697, 5710, 5711, 9861, 5713, 5685, 5684, 983, 5683, 64682, 10197, 701, 5699, 11065, 5706, 5707, 10213, 5705, 246184, 5702, 7314, 5701, 5687, 5689, 9184, 991, 891, 4085	859	65	13528	7.0262738425718645	9.760576234650911E-14	4.647893445071863E-15	6.382776898399685E-14
GOTERM_BP_FAT	GO:0006281~DNA repair	61	5.5153707052441225	4.385403328495378E-17	3148, 3146, 7298, 641, 11198, 100130561, 5984, 5985, 55339, 5887, 6117, 29128, 2956, 6119, 6118, 9656, 7398, 5889, 6647, 580, 4841, 4292, 5983, 51720, 7979, 91419, 56897, 10721, 56647, 10432, 8208, 5932, 9156, 8438, 55215, 7517, 9319, 11073, 9126, 7336, 7374, 5422, 6749, 10635, 5111, 2177, 5427, 10038, 10036, 328, 79677, 2178, 1111, 3835, 7153, 6996, 9232, 2237, 4521, 3978, 2547, 142	859	284	13528	3.382609978848645	1.1945838666821409E-13	5.429926666737004E-15	7.811795250767218E-14
GOTERM_BP_FAT	GO:0034622~cellular macromolecular complex assembly	65	5.877034358047016	4.8558849323092944E-17	3148, 7846, 100130932, 3084, 26121, 647000, 8467, 9790, 10383, 644745, 6418, 8364, 7019, 100130003, 4154, 56993, 7283, 4292, 4686, 8624, 3308, 10376, 400013, 23165, 4747, 1653, 29078, 8208, 56604, 113457, 55723, 6637, 1434, 6636, 7514, 203547, 6950, 729342, 3070, 8487, 55835, 51808, 10946, 729686, 3320, 84790, 55355, 6431, 811, 6628, 10036, 3837, 4673, 6430, 51388, 79133, 1063, 26271, 1062, 3015, 54443, 4171, 3329, 3021, 2280, 10285, 1058, 203068, 345041, 6631, 6426, 25813	859	318	13528	3.219042180098257	1.3227430555610519E-13	5.751056763308921E-15	8.649872317559587E-14
GOTERM_BP_FAT	GO:0051438~regulation of ubiquitin-protein ligase activity	31	2.802893309222423	1.183704484027603E-16	5718, 8697, 5710, 5711, 9861, 5713, 5685, 5684, 983, 5683, 64682, 5347, 10197, 701, 5699, 11065, 5706, 5707, 10213, 5705, 246184, 5702, 7314, 26271, 5701, 5687, 5689, 9184, 991, 891, 4085	859	78	13528	6.259037043670339	3.0242475190789264E-13	1.2545520178264269E-14	1.9984014443252818E-13
INTERPRO	IPR012677:Nucleotide-binding, alpha-beta plait	48	4.3399638336347195	2.1395456868423449E-16	2130, 51574, 1478, 10921, 65110, 55131, 10262, 10137, 2521, 664709, 6431, 79811, 4670, 6434, 6629, 9991, 4841, 6625, 10236, 6430, 6294, 10492, 100131735, 22985, 5725, 6229, 3187, 9667, 7307, 3189, 7073, 3182, 92400, 129831, 3183, 3184, 5939, 3185, 81892, 6428, 3181, 10432, 4691, 6741, 65109, 6427, 9782, 6426	933	213	16659	4.023730809293057	3.2152058793144533E-13	3.2152058793144533E-13	3.6637359812630166E-13
GOTERM_CC_FAT	GO:0000228~nuclear chromosome	43	3.887884267631103	2.3197670025905805E-16	65083, 3148, 11073, 10951, 5557, 332, 3622, 6950, 641, 80119, 23468, 9126, 11177, 5422, 6117, 2956, 65057, 6119, 6118, 4172, 3619, 23649, 4176, 699, 5928, 6839, 329, 4292, 7283, 10592, 1111, 7153, 9918, 4171, 400013, 3021, 4999, 54962, 5001, 8914, 4751, 23310, 151246, 2547	773	162	12782	4.389072556817275	1.099120794378905E-13	6.106226635438361E-15	3.219646771412954E-13
SP_PIR_KEYWORDS	mitochondrion	106	9.584086799276673	2.9757831424909134E-16	5165, 51001, 51373, 131474, 55847, 51081, 3336, 5019, 644745, 132001, 23446, 23464, 64216, 3099, 56993, 205, 54927, 10165, 10166, 56922, 119559, 9801, 3420, 51023, 79568, 3313, 9768, 7419, 28998, 2271, 54931, 51805, 4942, 93974, 79763, 5699, 63875, 10884, 5245, 26275, 79133, 292, 498, 3329, 291, 522, 29090, 29093, 91137, 51318, 345041, 219927, 54675, 2182, 25813, 84816, 51537, 11222, 27235, 26519, 27166, 28977, 6392, 7019, 137682, 1349, 54148, 708, 64983, 64981, 9692, 51660, 92399, 1854, 6059, 7381, 29078, 65003, 81892, 29074, 65008, 10431, 6742, 80777, 65981, 4709, 4706, 664, 4700, 64968, 64965, 10632, 7374, 51258, 8402, 10981, 57001, 4717, 4729, 4712, 10989, 4722, 8803, 27247, 10455, 9131, 84833, 10452	1044	832	19235	2.347330441349838	1.6986412276764895E-13	1.0658141036401503E-14	4.773959005888173E-13
GOTERM_BP_FAT	GO:0051340~regulation of ligase activity	31	2.802893309222423	4.00793296055129E-16	5718, 8697, 5710, 5711, 9861, 5713, 5685, 5684, 983, 5683, 64682, 5347, 10197, 701, 5699, 11065, 5706, 5707, 10213, 5705, 246184, 5702, 7314, 26271, 5701, 5687, 5689, 9184, 991, 891, 4085	859	81	13528	6.027220856867734	1.2096990076315706E-12	4.8405723873656825E-14	7.882583474838611E-13
GOTERM_BP_FAT	GO:0051436~negative regulation of ubiquitin-protein ligase activity during mitotic cell cycle	28	2.5316455696202533	4.013730990298826E-16	5718, 8697, 5710, 5711, 9861, 5713, 5685, 5684, 5683, 64682, 10197, 701, 5699, 11065, 5706, 5707, 10213, 5705, 246184, 5702, 7314, 26271, 5701, 5687, 5689, 9184, 991, 4085	859	65	13528	6.783988537655592	1.2096990076315706E-12	4.651834473179406E-14	7.882583474838611E-13
KEGG_PATHWAY	hsa03030:DNA replication	22	1.9891500904159132	4.4969593447756615E-16	4173, 5427, 4172, 4175, 4174, 23649, 4176, 10535, 54107, 5557, 5983, 4171, 2237, 5984, 3978, 5985, 6117, 5422, 6119, 6118, 5111, 6742	351	36	5085	8.853276353276353	6.838973831690964E-14	3.419486915845482E-14	5.329070518200751E-13
KEGG_PATHWAY	hsa04110:Cell cycle	39	3.52622061482821	7.281561797221409E-16	8697, 7027, 8318, 983, 64682, 9126, 10274, 5347, 701, 7272, 5111, 4173, 4172, 4175, 4174, 890, 4176, 699, 1111, 1017, 7465, 1019, 246184, 1874, 100133012, 6502, 4171, 1870, 9232, 4999, 994, 9133, 993, 5001, 9184, 991, 7533, 891, 4085	351	125	5085	4.52	1.1968204205459188E-13	3.985700658404312E-14	9.325873406851315E-13
GOTERM_BP_FAT	GO:0051444~negative regulation of ubiquitin-protein ligase activity	28	2.5316455696202533	1.1126373067992317E-15	5718, 8697, 5710, 5711, 9861, 5713, 5685, 5684, 5683, 64682, 10197, 701, 5699, 11065, 5706, 5707, 10213, 5705, 246184, 5702, 7314, 26271, 5701, 5687, 5689, 9184, 991, 4085	859	67	13528	6.581481417128559	3.0242475190789264E-12	1.120215031846783E-13	1.9761969838327786E-12
GOTERM_BP_FAT	GO:0051352~negative regulation of ligase activity	28	2.5316455696202533	1.1126373067992317E-15	5718, 8697, 5710, 5711, 9861, 5713, 5685, 5684, 5683, 64682, 10197, 701, 5699, 11065, 5706, 5707, 10213, 5705, 246184, 5702, 7314, 26271, 5701, 5687, 5689, 9184, 991, 4085	859	67	13528	6.581481417128559	3.0242475190789264E-12	1.120215031846783E-13	1.9761969838327786E-12
GOTERM_CC_FAT	GO:0016604~nuclear body	43	3.887884267631103	1.161863872967826E-15	11051, 7514, 9984, 11073, 138151, 26121, 9360, 54433, 729342, 641, 23468, 51322, 8487, 23198, 51808, 10946, 729686, 51729, 9879, 10921, 9129, 9128, 6117, 10465, 30827, 5411, 80196, 1736, 4116, 23451, 56339, 100133012, 25957, 51747, 7307, 11339, 10285, 51319, 10594, 10250, 6631, 7919, 6427, 6426	773	168	12782	4.232319965502372	5.495603971894525E-13	2.8976820942716586E-14	1.5987211554602254E-12
GOTERM_BP_FAT	GO:0007017~microtubule-based process	55	4.972875226039783	1.3909981345666853E-15	7846, 10403, 24137, 54908, 9928, 647000, 10383, 3925, 9493, 727803, 701, 5116, 56992, 7283, 4292, 9738, 10376, 4747, 11004, 29901, 9585, 4751, 9055, 56604, 113457, 10460, 11130, 5108, 51203, 11104, 729342, 3895, 6790, 667, 55835, 729686, 9126, 51512, 84790, 10112, 7272, 22920, 84722, 93323, 11065, 3838, 3833, 3832, 3835, 27436, 1062, 26271, 5901, 5902, 57405, 1058, 203068, 1164	859	253	13528	3.423596699903832	3.931521774802604E-12	1.404432126150823E-13	2.575717417130363E-12
GOTERM_BP_FAT	GO:0051437~positive regulation of ubiquitin-protein ligase activity during mitotic cell cycle	28	2.5316455696202533	1.6696841463703472E-15	5718, 8697, 5710, 5711, 9861, 5713, 5685, 5684, 983, 5683, 64682, 5347, 10197, 5699, 11065, 5706, 5707, 10213, 5705, 246184, 5702, 7314, 26271, 5701, 5687, 5689, 991, 891	859	68	13528	6.4846949257001985	4.53637127861839E-12	1.5643042416968456E-13	2.964295475749168E-12
GOTERM_BP_FAT	GO:0007051~spindle organization	23	2.0795660036166366	3.494298454706276E-15	10460, 11130, 10403, 6790, 647000, 9126, 9493, 3925, 727803, 701, 7272, 93323, 5116, 11065, 7283, 4292, 3832, 26271, 5901, 5902, 57405, 29901, 203068, 9055, 1164	859	45	13528	8.04925624110723	9.375167309144672E-12	3.1252778143198157E-13	6.128431095930864E-12
GOTERM_BP_FAT	GO:0051443~positive regulation of ubiquitin-protein ligase activity	28	2.5316455696202533	4.113758877992609E-15	5718, 8697, 5710, 5711, 9861, 5713, 5685, 5684, 983, 5683, 64682, 5347, 10197, 5699, 11065, 5706, 5707, 10213, 5705, 246184, 5702, 7314, 26271, 5701, 5687, 5689, 991, 891	859	70	13528	6.2994179278230495	1.1189715820592028E-11	3.609335053056384E-13	7.316369732279782E-12
INTERPRO	IPR000504:RNA recognition motif, RNP-1	46	4.159132007233273	4.414356471489426E-15	2130, 51574, 1478, 10921, 55131, 10262, 10137, 2521, 664709, 6431, 79811, 4670, 6434, 6629, 27341, 9991, 4841, 6625, 10236, 6430, 6294, 10492, 100131735, 22985, 5725, 3187, 9667, 7307, 3189, 7073, 3182, 92400, 129831, 3183, 3184, 5939, 3185, 81892, 6428, 3181, 10432, 4691, 6741, 6427, 9782, 6426	933	211	16659	3.892625836241447	6.430411758628907E-12	3.2152058793144533E-12	7.349676423018536E-12
GOTERM_CC_FAT	GO:0005730~nucleolus	97	8.770343580470161	1.0314151252229316E-14	5437, 2091, 3148, 1478, 3146, 332, 10799, 22974, 55646, 23468, 100130561, 51367, 51010, 55759, 6294, 22985, 10914, 26354, 4691, 4839, 65083, 11340, 51491, 10528, 7514, 51203, 84128, 54888, 729342, 5612, 92140, 5422, 51406, 10733, 664709, 10940, 55003, 4173, 4172, 10412, 51388, 51602, 9184, 9188, 84916, 29899, 7705, 5917, 25926, 79042, 641, 9790, 8467, 10199, 55813, 55272, 55131, 3190, 54853, 29889, 5411, 5705, 55299, 1660, 10969, 7443, 10436, 10576, 3187, 9585, 3185, 1655, 4751, 9314, 3181, 10432, 6741, 3608, 29102, 4735, 54433, 729686, 84154, 55355, 729608, 100132658, 2521, 55143, 10038, 4670, 9933, 7155, 1736, 7153, 10987, 5725, 5393, 7756, 467, 142, 30834	773	698	12782	2.2979238408018476	5.110911693861908E-12	2.5557334026871104E-13	1.4843681839238343E-11
GOTERM_BP_FAT	GO:0051276~chromosome organization	79	7.142857142857142	1.379201835032613E-14	2146, 3148, 64151, 648, 3146, 10951, 3622, 10403, 54908, 641, 8467, 11198, 23468, 100130561, 6418, 8364, 6117, 2956, 65057, 86, 3151, 5889, 5928, 6839, 6294, 51720, 9918, 22985, 26255, 4751, 23310, 23028, 9787, 10432, 8208, 4085, 10728, 5931, 10051, 8438, 55723, 11130, 8697, 51203, 113130, 51200, 56943, 664, 1786, 729342, 3070, 729686, 9126, 4678, 55355, 8520, 2177, 123169, 55143, 10036, 8089, 10592, 5245, 4673, 3833, 1736, 7153, 1063, 79075, 1062, 3015, 4171, 9232, 3021, 1058, 9184, 2547, 151246, 10600, 9131, 142	859	485	13528	2.565226888134129	3.750066923657869E-11	1.1718404024918527E-12	2.4524826613969708E-11
GOTERM_BP_FAT	GO:0051351~positive regulation of ligase activity	28	2.5316455696202533	1.3861821709763868E-14	5718, 8697, 5710, 5711, 9861, 5713, 5685, 5684, 983, 5683, 64682, 5347, 10197, 5699, 11065, 5706, 5707, 10213, 5705, 246184, 5702, 7314, 26271, 5701, 5687, 5689, 991, 891	859	73	13528	6.040537739008404	3.780309398848658E-11	1.1455281168082365E-12	2.4724666758402236E-11
GOTERM_BP_FAT	GO:0031397~negative regulation of protein ubiquitination	28	2.5316455696202533	2.056543263496069E-14	5718, 8697, 5710, 5711, 9861, 5713, 5685, 5684, 5683, 64682, 10197, 701, 5699, 11065, 5706, 5707, 10213, 5705, 246184, 5702, 7314, 26271, 5701, 5687, 5689, 9184, 991, 4085	859	74	13528	5.958908850643425	5.594857910296014E-11	1.645572567099407E-12	3.658184866139891E-11
